BATCH_ID,PRODUCT_LINE,LAYUP_START,LAYUP_END,CURE_START,CURE_END,TRIM_START,TRIM_END,QC_TIMESTAMP,QC_RESULT,SCRAP_FLAG,DELAMINATION_SCORE
BATCH-20251201-08,AVALANCHE_X1,2025-12-02T06:35:24.238148,2025-12-02T08:35:24.238148,2025-12-02T09:05:24.238148,2025-12-02T13:05:24.238148,2025-12-02T13:20:24.238148,2025-12-02T14:20:24.238148,2025-12-02T14:50:24.238148,REJECT,True,67.0
BATCH-20251202-01,AVALANCHE_X1,2025-12-02T09:35:24.238148,2025-12-02T11:35:24.238148,2025-12-02T12:05:24.238148,2025-12-02T16:05:24.238148,2025-12-02T16:20:24.238148,2025-12-02T17:20:24.238148,2025-12-02T17:50:24.238148,PASS,False,24.8
BATCH-20251202-02,AVALANCHE_X1,2025-12-02T12:35:24.238148,2025-12-02T14:35:24.238148,2025-12-02T15:05:24.238148,2025-12-02T19:05:24.238148,2025-12-02T19:20:24.238148,2025-12-02T20:20:24.238148,2025-12-02T20:50:24.238148,PASS,False,22.8
BATCH-20251202-03,AVALANCHE_X1,2025-12-02T15:35:24.238148,2025-12-02T17:35:24.238148,2025-12-02T18:05:24.238148,2025-12-02T22:05:24.238148,2025-12-02T22:20:24.238148,2025-12-02T23:20:24.238148,2025-12-02T23:50:24.238148,PASS,False,43.4
BATCH-20251202-04,AVALANCHE_X1,2025-12-02T18:35:24.238148,2025-12-02T20:35:24.238148,2025-12-02T21:05:24.238148,2025-12-03T01:05:24.238148,2025-12-03T01:20:24.238148,2025-12-03T02:20:24.238148,2025-12-03T02:50:24.238148,PASS,False,61.8
BATCH-20251202-05,AVALANCHE_X1,2025-12-02T21:35:24.238148,2025-12-02T23:35:24.238148,2025-12-03T00:05:24.238148,2025-12-03T04:05:24.238148,2025-12-03T04:20:24.238148,2025-12-03T05:20:24.238148,2025-12-03T05:50:24.238148,PASS,False,51.8
BATCH-20251202-06,AVALANCHE_X1,2025-12-03T00:35:24.238148,2025-12-03T02:35:24.238148,2025-12-03T03:05:24.238148,2025-12-03T07:05:24.238148,2025-12-03T07:20:24.238148,2025-12-03T08:20:24.238148,2025-12-03T08:50:24.238148,PASS,False,32.2
BATCH-20251202-07,AVALANCHE_X1,2025-12-03T03:35:24.238148,2025-12-03T05:35:24.238148,2025-12-03T06:05:24.238148,2025-12-03T10:05:24.238148,2025-12-03T10:20:24.238148,2025-12-03T11:20:24.238148,2025-12-03T11:50:24.238148,PASS,False,18.0
BATCH-20251202-08,AVALANCHE_X1,2025-12-03T06:35:24.238148,2025-12-03T08:35:24.238148,2025-12-03T09:05:24.238148,2025-12-03T13:05:24.238148,2025-12-03T13:20:24.238148,2025-12-03T14:20:24.238148,2025-12-03T14:50:24.238148,PASS,False,26.7
BATCH-20251203-01,AVALANCHE_X1,2025-12-03T09:35:24.238148,2025-12-03T11:35:24.238148,2025-12-03T12:05:24.238148,2025-12-03T16:05:24.238148,2025-12-03T16:20:24.238148,2025-12-03T17:20:24.238148,2025-12-03T17:50:24.238148,PASS,False,15.2
BATCH-20251203-02,AVALANCHE_X1,2025-12-03T12:35:24.238148,2025-12-03T14:35:24.238148,2025-12-03T15:05:24.238148,2025-12-03T19:05:24.238148,2025-12-03T19:20:24.238148,2025-12-03T20:20:24.238148,2025-12-03T20:50:24.238148,PASS,False,25.9
BATCH-20251203-03,AVALANCHE_X1,2025-12-03T15:35:24.238148,2025-12-03T17:35:24.238148,2025-12-03T18:05:24.238148,2025-12-03T22:05:24.238148,2025-12-03T22:20:24.238148,2025-12-03T23:20:24.238148,2025-12-03T23:50:24.238148,PASS,False,13.2
BATCH-20251203-04,AVALANCHE_X1,2025-12-03T18:35:24.238148,2025-12-03T20:35:24.238148,2025-12-03T21:05:24.238148,2025-12-04T01:05:24.238148,2025-12-04T01:20:24.238148,2025-12-04T02:20:24.238148,2025-12-04T02:50:24.238148,PASS,False,10.8
BATCH-20251203-05,AVALANCHE_X1,2025-12-03T21:35:24.238148,2025-12-03T23:35:24.238148,2025-12-04T00:05:24.238148,2025-12-04T04:05:24.238148,2025-12-04T04:20:24.238148,2025-12-04T05:20:24.238148,2025-12-04T05:50:24.238148,PASS,False,19.4
BATCH-20251203-06,AVALANCHE_X1,2025-12-04T00:35:24.238148,2025-12-04T02:35:24.238148,2025-12-04T03:05:24.238148,2025-12-04T07:05:24.238148,2025-12-04T07:20:24.238148,2025-12-04T08:20:24.238148,2025-12-04T08:50:24.238148,PASS,False,13.7
BATCH-20251203-07,AVALANCHE_X1,2025-12-04T03:35:24.238148,2025-12-04T05:35:24.238148,2025-12-04T06:05:24.238148,2025-12-04T10:05:24.238148,2025-12-04T10:20:24.238148,2025-12-04T11:20:24.238148,2025-12-04T11:50:24.238148,PASS,False,25.9
BATCH-20251203-08,AVALANCHE_X1,2025-12-04T06:35:24.238148,2025-12-04T08:35:24.238148,2025-12-04T09:05:24.238148,2025-12-04T13:05:24.238148,2025-12-04T13:20:24.238148,2025-12-04T14:20:24.238148,2025-12-04T14:50:24.238148,PASS,False,22.1
BATCH-20251204-01,AVALANCHE_X1,2025-12-04T09:35:24.238148,2025-12-04T11:35:24.238148,2025-12-04T12:05:24.238148,2025-12-04T16:05:24.238148,2025-12-04T16:20:24.238148,2025-12-04T17:20:24.238148,2025-12-04T17:50:24.238148,PASS,False,34.7
BATCH-20251204-02,AVALANCHE_X1,2025-12-04T12:35:24.238148,2025-12-04T14:35:24.238148,2025-12-04T15:05:24.238148,2025-12-04T19:05:24.238148,2025-12-04T19:20:24.238148,2025-12-04T20:20:24.238148,2025-12-04T20:50:24.238148,PASS,False,12.4
BATCH-20251204-03,AVALANCHE_X1,2025-12-04T15:35:24.238148,2025-12-04T17:35:24.238148,2025-12-04T18:05:24.238148,2025-12-04T22:05:24.238148,2025-12-04T22:20:24.238148,2025-12-04T23:20:24.238148,2025-12-04T23:50:24.238148,PASS,False,43.2
BATCH-20251204-04,AVALANCHE_X1,2025-12-04T18:35:24.238148,2025-12-04T20:35:24.238148,2025-12-04T21:05:24.238148,2025-12-05T01:05:24.238148,2025-12-05T01:20:24.238148,2025-12-05T02:20:24.238148,2025-12-05T02:50:24.238148,PASS,False,73.4
BATCH-20251204-05,AVALANCHE_X1,2025-12-04T21:35:24.238148,2025-12-04T23:35:24.238148,2025-12-05T00:05:24.238148,2025-12-05T04:05:24.238148,2025-12-05T04:20:24.238148,2025-12-05T05:20:24.238148,2025-12-05T05:50:24.238148,REJECT,True,88.6
BATCH-20251204-06,AVALANCHE_X1,2025-12-05T00:35:24.238148,2025-12-05T02:35:24.238148,2025-12-05T03:05:24.238148,2025-12-05T07:05:24.238148,2025-12-05T07:20:24.238148,2025-12-05T08:20:24.238148,2025-12-05T08:50:24.238148,PASS,False,24.3
BATCH-20251204-07,AVALANCHE_X1,2025-12-05T03:35:24.238148,2025-12-05T05:35:24.238148,2025-12-05T06:05:24.238148,2025-12-05T10:05:24.238148,2025-12-05T10:20:24.238148,2025-12-05T11:20:24.238148,2025-12-05T11:50:24.238148,PASS,False,25.5
BATCH-20251204-08,AVALANCHE_X1,2025-12-05T06:35:24.238148,2025-12-05T08:35:24.238148,2025-12-05T09:05:24.238148,2025-12-05T13:05:24.238148,2025-12-05T13:20:24.238148,2025-12-05T14:20:24.238148,2025-12-05T14:50:24.238148,PASS,False,25.3
BATCH-20251205-01,AVALANCHE_X1,2025-12-05T09:35:24.238148,2025-12-05T11:35:24.238148,2025-12-05T12:05:24.238148,2025-12-05T16:05:24.238148,2025-12-05T16:20:24.238148,2025-12-05T17:20:24.238148,2025-12-05T17:50:24.238148,PASS,False,38.8
BATCH-20251205-02,AVALANCHE_X1,2025-12-05T12:35:24.238148,2025-12-05T14:35:24.238148,2025-12-05T15:05:24.238148,2025-12-05T19:05:24.238148,2025-12-05T19:20:24.238148,2025-12-05T20:20:24.238148,2025-12-05T20:50:24.238148,PASS,False,15.2
BATCH-20251205-03,AVALANCHE_X1,2025-12-05T15:35:24.238148,2025-12-05T17:35:24.238148,2025-12-05T18:05:24.238148,2025-12-05T22:05:24.238148,2025-12-05T22:20:24.238148,2025-12-05T23:20:24.238148,2025-12-05T23:50:24.238148,PASS,False,12.9
BATCH-20251205-04,AVALANCHE_X1,2025-12-05T18:35:24.238148,2025-12-05T20:35:24.238148,2025-12-05T21:05:24.238148,2025-12-06T01:05:24.238148,2025-12-06T01:20:24.238148,2025-12-06T02:20:24.238148,2025-12-06T02:50:24.238148,PASS,False,18.8
BATCH-20251205-05,AVALANCHE_X1,2025-12-05T21:35:24.238148,2025-12-05T23:35:24.238148,2025-12-06T00:05:24.238148,2025-12-06T04:05:24.238148,2025-12-06T04:20:24.238148,2025-12-06T05:20:24.238148,2025-12-06T05:50:24.238148,PASS,False,30.7
BATCH-20251205-06,AVALANCHE_X1,2025-12-06T00:35:24.238148,2025-12-06T02:35:24.238148,2025-12-06T03:05:24.238148,2025-12-06T07:05:24.238148,2025-12-06T07:20:24.238148,2025-12-06T08:20:24.238148,2025-12-06T08:50:24.238148,PASS,False,35.7
BATCH-20251205-07,AVALANCHE_X1,2025-12-06T03:35:24.238148,2025-12-06T05:35:24.238148,2025-12-06T06:05:24.238148,2025-12-06T10:05:24.238148,2025-12-06T10:20:24.238148,2025-12-06T11:20:24.238148,2025-12-06T11:50:24.238148,PASS,False,27.0
BATCH-20251205-08,AVALANCHE_X1,2025-12-06T06:35:24.238148,2025-12-06T08:35:24.238148,2025-12-06T09:05:24.238148,2025-12-06T13:05:24.238148,2025-12-06T13:20:24.238148,2025-12-06T14:20:24.238148,2025-12-06T14:50:24.238148,PASS,False,23.7
BATCH-20251206-01,AVALANCHE_X1,2025-12-06T09:35:24.238148,2025-12-06T11:35:24.238148,2025-12-06T12:05:24.238148,2025-12-06T16:05:24.238148,2025-12-06T16:20:24.238148,2025-12-06T17:20:24.238148,2025-12-06T17:50:24.238148,PASS,False,35.7
BATCH-20251206-02,AVALANCHE_X1,2025-12-06T12:35:24.238148,2025-12-06T14:35:24.238148,2025-12-06T15:05:24.238148,2025-12-06T19:05:24.238148,2025-12-06T19:20:24.238148,2025-12-06T20:20:24.238148,2025-12-06T20:50:24.238148,PASS,False,32.9
BATCH-20251206-03,AVALANCHE_X1,2025-12-06T15:35:24.238148,2025-12-06T17:35:24.238148,2025-12-06T18:05:24.238148,2025-12-06T22:05:24.238148,2025-12-06T22:20:24.238148,2025-12-06T23:20:24.238148,2025-12-06T23:50:24.238148,PASS,False,19.7
BATCH-20251206-04,AVALANCHE_X1,2025-12-06T18:35:24.238148,2025-12-06T20:35:24.238148,2025-12-06T21:05:24.238148,2025-12-07T01:05:24.238148,2025-12-07T01:20:24.238148,2025-12-07T02:20:24.238148,2025-12-07T02:50:24.238148,PASS,False,40.3
BATCH-20251206-05,AVALANCHE_X1,2025-12-06T21:35:24.238148,2025-12-06T23:35:24.238148,2025-12-07T00:05:24.238148,2025-12-07T04:05:24.238148,2025-12-07T04:20:24.238148,2025-12-07T05:20:24.238148,2025-12-07T05:50:24.238148,PASS,False,25.1
BATCH-20251206-06,AVALANCHE_X1,2025-12-07T00:35:24.238148,2025-12-07T02:35:24.238148,2025-12-07T03:05:24.238148,2025-12-07T07:05:24.238148,2025-12-07T07:20:24.238148,2025-12-07T08:20:24.238148,2025-12-07T08:50:24.238148,PASS,False,19.8
BATCH-20251206-07,AVALANCHE_X1,2025-12-07T03:35:24.238148,2025-12-07T05:35:24.238148,2025-12-07T06:05:24.238148,2025-12-07T10:05:24.238148,2025-12-07T10:20:24.238148,2025-12-07T11:20:24.238148,2025-12-07T11:50:24.238148,PASS,False,13.9
BATCH-20251206-08,AVALANCHE_X1,2025-12-07T06:35:24.238148,2025-12-07T08:35:24.238148,2025-12-07T09:05:24.238148,2025-12-07T13:05:24.238148,2025-12-07T13:20:24.238148,2025-12-07T14:20:24.238148,2025-12-07T14:50:24.238148,PASS,False,37.7
BATCH-20251207-01,AVALANCHE_X1,2025-12-07T09:35:24.238148,2025-12-07T11:35:24.238148,2025-12-07T12:05:24.238148,2025-12-07T16:05:24.238148,2025-12-07T16:20:24.238148,2025-12-07T17:20:24.238148,2025-12-07T17:50:24.238148,PASS,False,19.6
BATCH-20251207-02,AVALANCHE_X1,2025-12-07T12:35:24.238148,2025-12-07T14:35:24.238148,2025-12-07T15:05:24.238148,2025-12-07T19:05:24.238148,2025-12-07T19:20:24.238148,2025-12-07T20:20:24.238148,2025-12-07T20:50:24.238148,PASS,False,30.2
BATCH-20251207-03,AVALANCHE_X1,2025-12-07T15:35:24.238148,2025-12-07T17:35:24.238148,2025-12-07T18:05:24.238148,2025-12-07T22:05:24.238148,2025-12-07T22:20:24.238148,2025-12-07T23:20:24.238148,2025-12-07T23:50:24.238148,PASS,False,14.5
BATCH-20251207-04,AVALANCHE_X1,2025-12-07T18:35:24.238148,2025-12-07T20:35:24.238148,2025-12-07T21:05:24.238148,2025-12-08T01:05:24.238148,2025-12-08T01:20:24.238148,2025-12-08T02:20:24.238148,2025-12-08T02:50:24.238148,PASS,False,12.3
BATCH-20251207-05,AVALANCHE_X1,2025-12-07T21:35:24.238148,2025-12-07T23:35:24.238148,2025-12-08T00:05:24.238148,2025-12-08T04:05:24.238148,2025-12-08T04:20:24.238148,2025-12-08T05:20:24.238148,2025-12-08T05:50:24.238148,PASS,False,19.1
BATCH-20251207-06,AVALANCHE_X1,2025-12-08T00:35:24.238148,2025-12-08T02:35:24.238148,2025-12-08T03:05:24.238148,2025-12-08T07:05:24.238148,2025-12-08T07:20:24.238148,2025-12-08T08:20:24.238148,2025-12-08T08:50:24.238148,PASS,False,28.1
BATCH-20251207-07,AVALANCHE_X1,2025-12-08T03:35:24.238148,2025-12-08T05:35:24.238148,2025-12-08T06:05:24.238148,2025-12-08T10:05:24.238148,2025-12-08T10:20:24.238148,2025-12-08T11:20:24.238148,2025-12-08T11:50:24.238148,PASS,False,39.3
BATCH-20251207-08,AVALANCHE_X1,2025-12-08T06:35:24.238148,2025-12-08T08:35:24.238148,2025-12-08T09:05:24.238148,2025-12-08T13:05:24.238148,2025-12-08T13:20:24.238148,2025-12-08T14:20:24.238148,2025-12-08T14:50:24.238148,PASS,False,18.3
BATCH-20251208-01,AVALANCHE_X1,2025-12-08T09:35:24.238148,2025-12-08T11:35:24.238148,2025-12-08T12:05:24.238148,2025-12-08T16:05:24.238148,2025-12-08T16:20:24.238148,2025-12-08T17:20:24.238148,2025-12-08T17:50:24.238148,PASS,False,18.9
BATCH-20251208-02,AVALANCHE_X1,2025-12-08T12:35:24.238148,2025-12-08T14:35:24.238148,2025-12-08T15:05:24.238148,2025-12-08T19:05:24.238148,2025-12-08T19:20:24.238148,2025-12-08T20:20:24.238148,2025-12-08T20:50:24.238148,PASS,False,25.9
BATCH-20251208-03,AVALANCHE_X1,2025-12-08T15:35:24.238148,2025-12-08T17:35:24.238148,2025-12-08T18:05:24.238148,2025-12-08T22:05:24.238148,2025-12-08T22:20:24.238148,2025-12-08T23:20:24.238148,2025-12-08T23:50:24.238148,PASS,False,14.8
BATCH-20251208-04,AVALANCHE_X1,2025-12-08T18:35:24.238148,2025-12-08T20:35:24.238148,2025-12-08T21:05:24.238148,2025-12-09T01:05:24.238148,2025-12-09T01:20:24.238148,2025-12-09T02:20:24.238148,2025-12-09T02:50:24.238148,PASS,False,34.9
BATCH-20251208-05,AVALANCHE_X1,2025-12-08T21:35:24.238148,2025-12-08T23:35:24.238148,2025-12-09T00:05:24.238148,2025-12-09T04:05:24.238148,2025-12-09T04:20:24.238148,2025-12-09T05:20:24.238148,2025-12-09T05:50:24.238148,PASS,False,27.8
BATCH-20251208-06,AVALANCHE_X1,2025-12-09T00:35:24.238148,2025-12-09T02:35:24.238148,2025-12-09T03:05:24.238148,2025-12-09T07:05:24.238148,2025-12-09T07:20:24.238148,2025-12-09T08:20:24.238148,2025-12-09T08:50:24.238148,PASS,False,13.3
BATCH-20251208-07,AVALANCHE_X1,2025-12-09T03:35:24.238148,2025-12-09T05:35:24.238148,2025-12-09T06:05:24.238148,2025-12-09T10:05:24.238148,2025-12-09T10:20:24.238148,2025-12-09T11:20:24.238148,2025-12-09T11:50:24.238148,PASS,False,28.3
BATCH-20251208-08,AVALANCHE_X1,2025-12-09T06:35:24.238148,2025-12-09T08:35:24.238148,2025-12-09T09:05:24.238148,2025-12-09T13:05:24.238148,2025-12-09T13:20:24.238148,2025-12-09T14:20:24.238148,2025-12-09T14:50:24.238148,PASS,False,27.4
BATCH-20251209-01,AVALANCHE_X1,2025-12-09T09:35:24.238148,2025-12-09T11:35:24.238148,2025-12-09T12:05:24.238148,2025-12-09T16:05:24.238148,2025-12-09T16:20:24.238148,2025-12-09T17:20:24.238148,2025-12-09T17:50:24.238148,PASS,False,36.5
BATCH-20251209-02,AVALANCHE_X1,2025-12-09T12:35:24.238148,2025-12-09T14:35:24.238148,2025-12-09T15:05:24.238148,2025-12-09T19:05:24.238148,2025-12-09T19:20:24.238148,2025-12-09T20:20:24.238148,2025-12-09T20:50:24.238148,PASS,False,25.1
BATCH-20251209-03,AVALANCHE_X1,2025-12-09T15:35:24.238148,2025-12-09T17:35:24.238148,2025-12-09T18:05:24.238148,2025-12-09T22:05:24.238148,2025-12-09T22:20:24.238148,2025-12-09T23:20:24.238148,2025-12-09T23:50:24.238148,PASS,False,54.5
BATCH-20251209-04,AVALANCHE_X1,2025-12-09T18:35:24.238148,2025-12-09T20:35:24.238148,2025-12-09T21:05:24.238148,2025-12-10T01:05:24.238148,2025-12-10T01:20:24.238148,2025-12-10T02:20:24.238148,2025-12-10T02:50:24.238148,PASS,False,51.8
BATCH-20251209-05,AVALANCHE_X1,2025-12-09T21:35:24.238148,2025-12-09T23:35:24.238148,2025-12-10T00:05:24.238148,2025-12-10T04:05:24.238148,2025-12-10T04:20:24.238148,2025-12-10T05:20:24.238148,2025-12-10T05:50:24.238148,PASS,False,54.2
BATCH-20251209-06,AVALANCHE_X1,2025-12-10T00:35:24.238148,2025-12-10T02:35:24.238148,2025-12-10T03:05:24.238148,2025-12-10T07:05:24.238148,2025-12-10T07:20:24.238148,2025-12-10T08:20:24.238148,2025-12-10T08:50:24.238148,PASS,False,34.9
BATCH-20251209-07,AVALANCHE_X1,2025-12-10T03:35:24.238148,2025-12-10T05:35:24.238148,2025-12-10T06:05:24.238148,2025-12-10T10:05:24.238148,2025-12-10T10:20:24.238148,2025-12-10T11:20:24.238148,2025-12-10T11:50:24.238148,PASS,False,30.3
BATCH-20251209-08,AVALANCHE_X1,2025-12-10T06:35:24.238148,2025-12-10T08:35:24.238148,2025-12-10T09:05:24.238148,2025-12-10T13:05:24.238148,2025-12-10T13:20:24.238148,2025-12-10T14:20:24.238148,2025-12-10T14:50:24.238148,PASS,False,36.7
BATCH-20251210-01,AVALANCHE_X1,2025-12-10T09:35:24.238148,2025-12-10T11:35:24.238148,2025-12-10T12:05:24.238148,2025-12-10T16:05:24.238148,2025-12-10T16:20:24.238148,2025-12-10T17:20:24.238148,2025-12-10T17:50:24.238148,PASS,False,29.2
BATCH-20251210-02,AVALANCHE_X1,2025-12-10T12:35:24.238148,2025-12-10T14:35:24.238148,2025-12-10T15:05:24.238148,2025-12-10T19:05:24.238148,2025-12-10T19:20:24.238148,2025-12-10T20:20:24.238148,2025-12-10T20:50:24.238148,PASS,False,26.1
BATCH-20251210-03,AVALANCHE_X1,2025-12-10T15:35:24.238148,2025-12-10T17:35:24.238148,2025-12-10T18:05:24.238148,2025-12-10T22:05:24.238148,2025-12-10T22:20:24.238148,2025-12-10T23:20:24.238148,2025-12-10T23:50:24.238148,PASS,False,25.1
BATCH-20251210-04,AVALANCHE_X1,2025-12-10T18:35:24.238148,2025-12-10T20:35:24.238148,2025-12-10T21:05:24.238148,2025-12-11T01:05:24.238148,2025-12-11T01:20:24.238148,2025-12-11T02:20:24.238148,2025-12-11T02:50:24.238148,PASS,False,15.4
BATCH-20251210-05,AVALANCHE_X1,2025-12-10T21:35:24.238148,2025-12-10T23:35:24.238148,2025-12-11T00:05:24.238148,2025-12-11T04:05:24.238148,2025-12-11T04:20:24.238148,2025-12-11T05:20:24.238148,2025-12-11T05:50:24.238148,PASS,False,27.4
BATCH-20251210-06,AVALANCHE_X1,2025-12-11T00:35:24.238148,2025-12-11T02:35:24.238148,2025-12-11T03:05:24.238148,2025-12-11T07:05:24.238148,2025-12-11T07:20:24.238148,2025-12-11T08:20:24.238148,2025-12-11T08:50:24.238148,REJECT,True,65.1
BATCH-20251210-07,AVALANCHE_X1,2025-12-11T03:35:24.238148,2025-12-11T05:35:24.238148,2025-12-11T06:05:24.238148,2025-12-11T10:05:24.238148,2025-12-11T10:20:24.238148,2025-12-11T11:20:24.238148,2025-12-11T11:50:24.238148,PASS,False,32.4
BATCH-20251210-08,AVALANCHE_X1,2025-12-11T06:35:24.238148,2025-12-11T08:35:24.238148,2025-12-11T09:05:24.238148,2025-12-11T13:05:24.238148,2025-12-11T13:20:24.238148,2025-12-11T14:20:24.238148,2025-12-11T14:50:24.238148,PASS,False,41.3
BATCH-20251211-01,AVALANCHE_X1,2025-12-11T09:35:24.238148,2025-12-11T11:35:24.238148,2025-12-11T12:05:24.238148,2025-12-11T16:05:24.238148,2025-12-11T16:20:24.238148,2025-12-11T17:20:24.238148,2025-12-11T17:50:24.238148,REJECT,True,52.9
BATCH-20251211-02,AVALANCHE_X1,2025-12-11T12:35:24.238148,2025-12-11T14:35:24.238148,2025-12-11T15:05:24.238148,2025-12-11T19:05:24.238148,2025-12-11T19:20:24.238148,2025-12-11T20:20:24.238148,2025-12-11T20:50:24.238148,PASS,False,21.9
BATCH-20251211-03,AVALANCHE_X1,2025-12-11T15:35:24.238148,2025-12-11T17:35:24.238148,2025-12-11T18:05:24.238148,2025-12-11T22:05:24.238148,2025-12-11T22:20:24.238148,2025-12-11T23:20:24.238148,2025-12-11T23:50:24.238148,PASS,False,23.5
BATCH-20251211-04,AVALANCHE_X1,2025-12-11T18:35:24.238148,2025-12-11T20:35:24.238148,2025-12-11T21:05:24.238148,2025-12-12T01:05:24.238148,2025-12-12T01:20:24.238148,2025-12-12T02:20:24.238148,2025-12-12T02:50:24.238148,PASS,False,13.9
BATCH-20251211-05,AVALANCHE_X1,2025-12-11T21:35:24.238148,2025-12-11T23:35:24.238148,2025-12-12T00:05:24.238148,2025-12-12T04:05:24.238148,2025-12-12T04:20:24.238148,2025-12-12T05:20:24.238148,2025-12-12T05:50:24.238148,PASS,False,37.5
BATCH-20251211-06,AVALANCHE_X1,2025-12-12T00:35:24.238148,2025-12-12T02:35:24.238148,2025-12-12T03:05:24.238148,2025-12-12T07:05:24.238148,2025-12-12T07:20:24.238148,2025-12-12T08:20:24.238148,2025-12-12T08:50:24.238148,PASS,False,37.9
BATCH-20251211-07,AVALANCHE_X1,2025-12-12T03:35:24.238148,2025-12-12T05:35:24.238148,2025-12-12T06:05:24.238148,2025-12-12T10:05:24.238148,2025-12-12T10:20:24.238148,2025-12-12T11:20:24.238148,2025-12-12T11:50:24.238148,PASS,False,34.6
BATCH-20251211-08,AVALANCHE_X1,2025-12-12T06:35:24.238148,2025-12-12T08:35:24.238148,2025-12-12T09:05:24.238148,2025-12-12T13:05:24.238148,2025-12-12T13:20:24.238148,2025-12-12T14:20:24.238148,2025-12-12T14:50:24.238148,PASS,False,33.8
BATCH-20251212-01,AVALANCHE_X1,2025-12-12T09:35:24.238148,2025-12-12T11:35:24.238148,2025-12-12T12:05:24.238148,2025-12-12T16:05:24.238148,2025-12-12T16:20:24.238148,2025-12-12T17:20:24.238148,2025-12-12T17:50:24.238148,REJECT,True,41.1
BATCH-20251212-02,AVALANCHE_X1,2025-12-12T12:35:24.238148,2025-12-12T14:35:24.238148,2025-12-12T15:05:24.238148,2025-12-12T19:05:24.238148,2025-12-12T19:20:24.238148,2025-12-12T20:20:24.238148,2025-12-12T20:50:24.238148,PASS,False,29.7
BATCH-20251212-03,AVALANCHE_X1,2025-12-12T15:35:24.238148,2025-12-12T17:35:24.238148,2025-12-12T18:05:24.238148,2025-12-12T22:05:24.238148,2025-12-12T22:20:24.238148,2025-12-12T23:20:24.238148,2025-12-12T23:50:24.238148,PASS,False,12.1
BATCH-20251212-04,AVALANCHE_X1,2025-12-12T18:35:24.238148,2025-12-12T20:35:24.238148,2025-12-12T21:05:24.238148,2025-12-13T01:05:24.238148,2025-12-13T01:20:24.238148,2025-12-13T02:20:24.238148,2025-12-13T02:50:24.238148,PASS,False,28.5
BATCH-20251212-05,AVALANCHE_X1,2025-12-12T21:35:24.238148,2025-12-12T23:35:24.238148,2025-12-13T00:05:24.238148,2025-12-13T04:05:24.238148,2025-12-13T04:20:24.238148,2025-12-13T05:20:24.238148,2025-12-13T05:50:24.238148,PASS,False,11.5
BATCH-20251212-06,AVALANCHE_X1,2025-12-13T00:35:24.238148,2025-12-13T02:35:24.238148,2025-12-13T03:05:24.238148,2025-12-13T07:05:24.238148,2025-12-13T07:20:24.238148,2025-12-13T08:20:24.238148,2025-12-13T08:50:24.238148,PASS,False,13.8
BATCH-20251212-07,AVALANCHE_X1,2025-12-13T03:35:24.238148,2025-12-13T05:35:24.238148,2025-12-13T06:05:24.238148,2025-12-13T10:05:24.238148,2025-12-13T10:20:24.238148,2025-12-13T11:20:24.238148,2025-12-13T11:50:24.238148,PASS,False,27.2
BATCH-20251212-08,AVALANCHE_X1,2025-12-13T06:35:24.238148,2025-12-13T08:35:24.238148,2025-12-13T09:05:24.238148,2025-12-13T13:05:24.238148,2025-12-13T13:20:24.238148,2025-12-13T14:20:24.238148,2025-12-13T14:50:24.238148,PASS,False,35.1
BATCH-20251213-01,AVALANCHE_X1,2025-12-13T09:35:24.238148,2025-12-13T11:35:24.238148,2025-12-13T12:05:24.238148,2025-12-13T16:05:24.238148,2025-12-13T16:20:24.238148,2025-12-13T17:20:24.238148,2025-12-13T17:50:24.238148,PASS,False,38.7
BATCH-20251213-02,AVALANCHE_X1,2025-12-13T12:35:24.238148,2025-12-13T14:35:24.238148,2025-12-13T15:05:24.238148,2025-12-13T19:05:24.238148,2025-12-13T19:20:24.238148,2025-12-13T20:20:24.238148,2025-12-13T20:50:24.238148,PASS,False,18.4
BATCH-20251213-03,AVALANCHE_X1,2025-12-13T15:35:24.238148,2025-12-13T17:35:24.238148,2025-12-13T18:05:24.238148,2025-12-13T22:05:24.238148,2025-12-13T22:20:24.238148,2025-12-13T23:20:24.238148,2025-12-13T23:50:24.238148,REJECT,True,66.2
BATCH-20251213-04,AVALANCHE_X1,2025-12-13T18:35:24.238148,2025-12-13T20:35:24.238148,2025-12-13T21:05:24.238148,2025-12-14T01:05:24.238148,2025-12-14T01:20:24.238148,2025-12-14T02:20:24.238148,2025-12-14T02:50:24.238148,PASS,False,22.2
BATCH-20251213-05,AVALANCHE_X1,2025-12-13T21:35:24.238148,2025-12-13T23:35:24.238148,2025-12-14T00:05:24.238148,2025-12-14T04:05:24.238148,2025-12-14T04:20:24.238148,2025-12-14T05:20:24.238148,2025-12-14T05:50:24.238148,PASS,False,26.7
BATCH-20251213-06,AVALANCHE_X1,2025-12-14T00:35:24.238148,2025-12-14T02:35:24.238148,2025-12-14T03:05:24.238148,2025-12-14T07:05:24.238148,2025-12-14T07:20:24.238148,2025-12-14T08:20:24.238148,2025-12-14T08:50:24.238148,PASS,False,33.9
BATCH-20251213-07,AVALANCHE_X1,2025-12-14T03:35:24.238148,2025-12-14T05:35:24.238148,2025-12-14T06:05:24.238148,2025-12-14T10:05:24.238148,2025-12-14T10:20:24.238148,2025-12-14T11:20:24.238148,2025-12-14T11:50:24.238148,PASS,False,20.8
